class_name,precision,recall,f1,support
STANDING,0.9740740740740741,0.9915174363807728,0.982718355908454,1061
SITTING,0.9989462592202318,0.9989462592202318,0.9989462592202318,949
LYING,1.0,1.0,1.0,646
FALLING,0.9907407407407407,0.9846625766871165,0.9876923076923076,652
WALKING,0.9826589595375722,0.9550561797752809,0.9686609686609686,534
