epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_macro_f1,val_weighted_f1,learning_rate,batches,epoch_seconds,train_seconds,train_eval_seconds,val_seconds,batches_per_second,samples_per_second
1,1.4622370446288824,1.374534286254171,69.45,37.70239013107171,0.2673533758877944,0.2880499026228246,0.0001,27,0.4428833000129089,0.3986983000067994,0.026964199962094426,0.01717200002167374,67.72037904234742,16749.507083140594
2,1.444962842123849,1.3912200132699406,nan,36.00616808018504,0.2655192882374307,0.28720960924511646,0.0001,27,0.19441479991655797,0.17748740001115948,0.0,0.01679559994954616,152.12347467089145,37625.20606860049
3,1.4324238651632084,1.3772155860799409,nan,37.77949113338474,0.29222087266689645,0.31518618234725865,0.0001,27,0.178942900034599,0.16244899993762374,0.0,0.01644170004874468,166.2060093344207,41108.28630871339
4,1.4155211743925746,1.3703971635219954,nan,38.396299151888975,0.3002175104495324,0.32303456406894365,0.0001,27,0.1811382999876514,0.16307149990461767,0.0,0.018012300017289817,165.5715438675219,40951.36184990042
5,1.3964571276265156,1.363707197659183,nan,39.244410177332306,0.3090297323287972,0.3319559834820413,0.0001,27,0.17557200009468943,0.15922849997878075,0.0,0.016280799987725914,169.56763395747683,41939.72813214927
6,1.3841793106929667,1.3397777813071,nan,40.32382420971473,0.3261599921812234,0.3489550916970846,0.0001,27,0.19535020005423576,0.17655760003253818,0.0,0.018744300003163517,152.92459795004075,37823.35055964341
7,1.3738897419789837,1.3374045840942042,nan,39.93831919814957,0.3168614685017594,0.33958929545585614,0.0001,27,0.1922404000069946,0.1754788999678567,0.0,0.016708499984815717,153.86465270152547,38055.857434843965
8,1.351318518142209,1.325138907756085,nan,41.865844255975325,0.34817399702164287,0.3724832732535538,0.0001,27,0.2529596999520436,0.23272900003939867,0.0,0.020178800099529326,116.01476393328366,28694.318279498824
9,1.3382719239634502,1.3159783052865046,nan,42.405551272166534,0.3555097078393456,0.3795857427688018,0.0001,27,0.1895803000079468,0.17174190003424883,0.0,0.017794899991713464,157.21265453925716,38883.929889376275
10,1.3291510252154277,1.3078475512259726,87.85,43.02235929067078,0.3574105498167218,0.3814662854517777,0.0001,27,0.21082339994609356,0.1648217000765726,0.02622130000963807,0.01973960001487285,163.8133812929753,40516.509639795884
11,1.3174925535230018,1.296960338777823,nan,44.64148033924441,0.3783124911564329,0.40269961533098353,0.0001,27,0.18970380001701415,0.1681981000583619,0.0,0.02134550001937896,160.52499992943712,39703.18331588078
12,1.2989839149399696,1.288737477480492,nan,44.33307632999229,0.37464857368672116,0.39829079296035713,0.0001,27,0.20368630008306354,0.18677729996852577,0.0,0.016855900059454143,144.55718122357388,35753.80948929727
13,1.2876770106144528,1.2743554835882018,nan,45.56669236700077,0.3894110848730308,0.4136076031606054,0.0001,27,0.17869059997610748,0.16212539991829544,0.0,0.01652259996626526,166.5377541927847,41190.33787034875
14,1.2740858446948362,1.254094027333197,nan,46.72320740169622,0.3999544319599922,0.424809599648664,0.0001,27,0.1828768999548629,0.16601510008331388,0.0,0.01680910005234182,162.6358083478562,40225.25659803643
15,1.2677895679342492,1.2567138164523204,nan,46.33770239013107,0.3997750777025189,0.4248219370872631,0.0001,27,0.18334370001684874,0.16658400010783225,0.0,0.01670520007610321,162.0803917694527,40087.8835643113
16,1.256031766377655,1.2435613354077777,nan,46.80030840400925,0.40200582088879755,0.426561378685193,0.0001,27,0.19308220001403242,0.17638540000189096,0.0,0.016643199953250587,153.07389386939363,37860.27641703003
17,1.244568673819616,1.2387360433660843,nan,48.57363145720895,0.4163943273996591,0.4415686204758071,0.0001,27,0.1851804000325501,0.16854790004435927,0.0,0.01658519997727126,160.1918504644318,39620.784348202804
18,1.2290809018128501,1.223761385647076,nan,49.575944487278335,0.435985613652929,0.46082196700426564,0.0001,27,0.17748200008645654,0.16127799998503178,0.0,0.01614960003644228,167.41279035271936,41406.76348057258
19,1.2182516879612688,1.2183049438361857,nan,49.88434849653046,0.4275801041514238,0.4518426773837308,0.0001,27,0.17811990005429834,0.16174279991537333,0.0,0.016289600054733455,166.93169658325982,41287.77295492626
20,1.211434388988994,1.2136724906052272,93.95,47.9568234387047,0.4189544617746439,0.44253898140488995,0.0001,27,0.20270409993827343,0.16202730010263622,0.02451940008904785,0.016105299931950867,166.63858487364072,41215.276658747134
21,1.2016685177159545,1.1999249125593152,nan,49.88434849653046,0.43849846029374123,0.4624046010553858,0.0001,27,0.1882474001031369,0.17156739998608828,0.0,0.016507200081832707,157.37255447240747,38923.478472842115
22,1.1942202633246222,1.1906444380259458,nan,51.42636854279105,0.45840218543103106,0.48135647548431687,0.0001,27,0.1822700999910012,0.16607340006157756,0.0,0.016154600074514747,162.57871513432494,40211.135543223034
23,1.1870514709601756,1.1734233483407897,nan,53.19969159599075,0.4783415350065563,0.5018264289456646,0.0001,27,0.1935556000098586,0.17309639998711646,0.0,0.020412800018675625,155.98244678693263,38579.65850530134
24,1.1703836816126232,1.180207452410078,nan,52.81418658442559,0.4745217560618449,0.49732604836842953,0.0001,27,0.1827655000379309,0.1663082999875769,0.0,0.016400600085034966,162.34908301039022,40154.33986456985
25,1.164454283775702,1.1704904750943093,nan,52.73708558211256,0.4696614036220549,0.49326511401301293,0.0001,27,0.19417470006737858,0.17803500010631979,0.0,0.016094400081783533,151.65557325175394,37509.478450933806
26,1.1549916947162877,1.1578196706271853,nan,54.973014649190446,0.500942664614639,0.5222882390021141,0.0001,27,0.17782310000620782,0.1607497000368312,0.0,0.017000399995595217,167.9629883838895,41542.845793615335
27,1.14968070494054,1.1583889947088295,nan,55.82112567463376,0.50753661841565,0.5299756188380412,0.0001,27,0.17556559992954135,0.1584094000281766,0.0,0.017112799920141697,170.4444306663459,42156.589184809556
28,1.1386313804361983,1.1525045960521183,nan,56.20663068619892,0.5191335937805249,0.5411800154514127,0.0001,27,0.18574650003574789,0.1694468999048695,0.0,0.016256600036285818,159.3419532323004,39410.57643278896
29,1.135504727307891,1.1432592593989377,nan,56.90053970701619,0.5252764519007832,0.5463186564621629,0.0001,27,0.18389419990126044,0.16710199997760355,0.0,0.01670390006620437,161.57795839438648,39963.61504287826
30,1.1252425751953148,1.1422452047961256,95.7,56.43793369313801,0.5162477644638886,0.5369013237804758,0.0001,27,0.22086240001954138,0.18049030005931854,0.024285299936309457,0.016034999978728592,149.59252652982676,36999.21822837715
31,1.11606356914831,1.1316447137591465,nan,59.36777178103315,0.5501900613267111,0.5715562391647763,0.0001,27,0.2651788000948727,0.24891279998701066,0.0,0.016085400013253093,108.47172182952816,26828.672532503297
32,1.1071790052981176,1.1273239979674106,nan,59.13646877409406,0.5529396166742827,0.5741536203357626,0.0001,27,0.1781842999625951,0.16143910004757345,0.0,0.01669780001975596,167.24572914519186,41365.44367524412
33,1.099875679555929,1.1162067686675048,nan,60.13878180416346,0.5646171844866259,0.5839684489913799,0.0001,27,0.1883940000552684,0.17200399993453175,0.0,0.01634680002462119,156.97309370873208,38824.6785106264
34,1.1010179879708932,1.10778231067481,nan,61.60370084811102,0.5769492964435148,0.5977336339360207,0.0001,27,0.19190289999824017,0.1719695000210777,0.0,0.01988609996624291,157.00458509614035,38832.46738044538
35,1.0860157112905315,1.1048192508237216,nan,61.141094834232845,0.5759609393994184,0.5945043088070155,0.0001,27,0.18663929996546358,0.17002309998497367,0.0,0.016466000000946224,158.80195104304187,39277.01589131235
36,1.0820611675687448,1.0933338378885662,nan,62.528912875867384,0.59307211995506,0.6101216671274337,0.0001,27,0.18987010000273585,0.17223080003168434,0.0,0.017594499979168177,156.76638554215018,38773.55269075848
37,1.0742806094818824,1.0905842221325512,nan,63.22282189668466,0.5978839901047376,0.614508124022723,0.0001,27,0.18679780000820756,0.1687020999379456,0.0,0.01805309997871518,160.0454292503266,39584.569501247446
38,1.0658816606136594,1.0879367229657257,nan,64.37933693138011,0.6108212313555262,0.6274829362012996,0.0001,27,0.18023030005861074,0.16368689993396401,0.0,0.016487800050526857,164.94905829906102,40797.4004193011
39,1.058461872429575,1.0752903678919044,nan,65.45875096376253,0.6276671693711925,0.6416932051604791,0.0001,27,0.1766143999993801,0.15953359997365624,0.0,0.01701489998959005,169.24334437672383,41859.52050917636
40,1.0528670645788352,1.0625682922170634,97.65,65.84425597532768,0.6311257918550301,0.6463685577512849,0.0001,27,0.20636630000080913,0.16572600009385496,0.02363490010611713,0.01695120008662343,162.91951766596185,40295.427369381236
41,1.0448200358142037,1.0614572702781366,nan,66.1526599845798,0.6325554013689387,0.647596228902061,0.0001,27,0.17293839994817972,0.15610490005929023,0.0,0.01665310002863407,172.96061808274516,42778.92620579897
42,1.0416603979146135,1.0570794181264909,nan,66.69236700077101,0.6433294924382377,0.6576497586392219,0.0001,27,0.1965638999827206,0.17801749997306615,0.0,0.018491499940864742,151.67048185759867,37513.16584611274
43,1.0282518004328594,1.0544383796068366,nan,67.23207401696222,0.6438384783879041,0.658246772202904,0.0001,27,0.17884569999296218,0.16271489998325706,0.0,0.01608709990978241,165.93440430334425,41041.109331027146
44,1.02700549569377,1.0478331965488383,nan,69.15959907478796,0.664749432002957,0.6795496969574361,0.0001,27,0.17331689991988242,0.15704610000830144,0.0,0.016199099947698414,171.92404012944468,42522.54592534932
45,1.0236722035977825,1.037492254925583,nan,70.93292212798767,0.6865040677700496,0.6997909488495658,0.0001,27,0.19205810001585633,0.17483709997031838,0.0,0.017178599955514073,154.4294660834784,38195.55461131365
46,1.0154573885614053,1.0334644621854208,nan,71.39552814186585,0.6938424872385849,0.7057032189198378,0.0001,27,0.17845699994359165,0.1617874999064952,0.0,0.01661469996906817,166.88557531085283,41276.36562688426
47,1.0064586507734976,1.0291214344036423,nan,70.4703161141095,0.6824165057349378,0.6932014090142607,0.0001,27,0.1814663999248296,0.16084570006933063,0.0,0.020577199989929795,167.86274042987765,41518.051132989734
48,1.0040393897822317,1.0244201326149651,nan,71.54973014649191,0.6953577865913614,0.706110269599147,0.0001,27,0.17715620005037636,0.1604691999964416,0.0,0.016643699957057834,168.25658756072022,41615.4626566848
49,0.9993471819399787,1.0150158962287992,nan,72.78334618350038,0.7075495246666546,0.7181416430325133,0.0001,27,0.1810848000459373,0.16436469997279346,0.0,0.01666490000206977,164.26884850864684,40629.161864471986
50,0.9916492873017893,1.01976331298684,98.15,72.93754818812644,0.7106289322447693,0.720722871114572,0.0001,27,0.2092877000104636,0.16616990009788424,0.026678700000047684,0.01637470000423491,162.48430061097315,40187.78368444736
51,0.9886451431576025,1.0060929206121676,nan,74.17116422513492,0.723541895939033,0.733340852504273,0.0001,27,0.18531400000210851,0.16760049993172288,0.0,0.01753370009828359,161.09737149351741,39844.74988272997
52,0.9819939166851906,1.0100454121437454,nan,73.93986121819583,0.7216209576662922,0.7314697153158485,0.0001,27,0.17042430001311004,0.15359639993403107,0.0,0.016782799968495965,175.78537004510764,43477.58152448996
53,0.9769332222004571,1.0008288188079917,nan,74.55666923670007,0.7290836103037773,0.739246093491341,0.0001,27,0.17785779992118478,0.15775379992555827,0.0,0.02005059993825853,171.1527710441264,42331.7853715806
54,0.9707605330199316,0.9891264749290213,nan,76.79259830377795,0.7522993543031972,0.7611464181616497,0.0001,27,0.2530217000748962,0.23643779999110848,0.0,0.016526799998246133,114.1949383770927,28244.214758600927
55,0.9677063977871873,0.983139577331043,nan,76.09868928296068,0.7461224483079345,0.755122948721557,0.0001,27,0.1720160999102518,0.15555469994433224,0.0,0.01641469995956868,173.57238328165195,42930.23613166191
56,0.9604257962131757,0.975766917146346,nan,78.25751734772552,0.7683617088606443,0.7769081438693674,0.0001,27,0.18358820001594722,0.1671654999954626,0.0,0.016368199954740703,161.51658087782985,39948.43433711658
57,0.9491545880901203,0.976807752938664,nan,78.79722436391673,0.7741998865893805,0.7821523587808012,0.0001,27,0.16980570007581264,0.15290889993775636,0.0,0.01684860000386834,176.57572587985862,43673.06286761837
58,0.9517813469343251,0.9646430997179395,nan,78.95142636854278,0.7764146087715913,0.784190690464285,0.0001,27,0.17396900011226535,0.1565730000147596,0.0,0.01734250003937632,172.44352472939013,42651.031783069164
59,0.9465401275459968,0.9625869380021518,nan,80.33924441017733,0.7908044373252787,0.7981596929873671,0.0001,27,0.18598460010252893,0.16974720009602606,0.0,0.016186300083063543,159.0600609890831,39340.85508463322
60,0.9370953966379523,0.9644383901619599,98.6,80.64764841942946,0.7939573845873702,0.801736703071025,0.0001,27,0.1950646999757737,0.15480310004204512,0.02405090001411736,0.016155999968759716,174.4151117947037,43138.67098389005
61,0.9342713281400692,0.9583397834413127,nan,79.87663839629914,0.7858284017825686,0.7924119125177335,0.0001,27,0.17070320004131645,0.15416889998596162,0.0,0.016365500050596893,175.13259809506704,43316.12926217991
62,0.9307659643786722,0.9503156250039706,nan,79.95373939861217,0.7863356246795613,0.7929576084604333,0.0001,27,0.1914490000344813,0.17496279999613762,0.0,0.01643239997792989,154.31851799694584,38168.11345124461
