class_name,precision,recall,f1,support
STANDING,0.9560117302052786,0.8858695652173914,0.919605077574048,368
SITTING,0.789308176100629,0.9691119691119691,0.8700173310225303,259
LYING,0.9478260869565217,0.9969512195121951,0.9717682020802377,328
FALLING,0.9761092150170648,0.8362573099415205,0.9007874015748032,342
