epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_macro_f1,val_weighted_f1,learning_rate,batches,epoch_seconds,train_seconds,train_eval_seconds,val_seconds,batches_per_second,samples_per_second
1,1.7688456323358641,1.7482720588950953,64.60000000000001,21.707818930041153,0.13829087561606485,0.13274870113813406,0.0001,30,0.5471512000076473,0.4914200999774039,0.02968979999423027,0.025955599965527654,61.04756399133743,15231.367215838689
2,1.7338454589098393,1.7842209888583838,nan,21.656378600823047,0.14491811345720593,0.1415468843830614,0.0001,30,0.22528380004223436,0.2021768999984488,0.0,0.02295480004977435,148.3849045080332,37022.03367475428
3,1.7245934395767804,1.7688779467908444,nan,22.22222222222222,0.1527505687003767,0.14740189847559773,0.0001,30,0.22265240002889186,0.1958879999583587,0.0,0.026709400000981987,153.14873808695435,38210.61015269511
4,1.703824437739615,1.7568264929845991,nan,22.42798353909465,0.1603879543407881,0.1552721507697742,0.0001,30,0.23290160007309169,0.20902259997092187,0.0,0.023820700007490814,143.52514993198554,35809.52490803039
5,1.6785701411202023,1.736075037300832,nan,23.456790123456788,0.17638009065023819,0.16974957533908255,0.0001,30,0.21288390003610402,0.1903415999840945,0.0,0.022486000088974833,157.61136820593546,39324.036367380904
6,1.6594034522871375,1.7230939992661338,nan,23.97119341563786,0.18074420755550874,0.173841453204419,0.0001,30,0.23022909997962415,0.20494029996916652,0.0,0.025233999942429364,146.38409334090724,36522.83128855636
7,1.6355969533652723,1.708330075927232,nan,24.434156378600825,0.19055170102209135,0.1821347755156949,0.0001,30,0.20075509999878705,0.1774827999761328,0.0,0.023219199967570603,169.0304638197858,42173.100723036565
8,1.6244315342498605,1.6883171109996216,nan,25.102880658436217,0.20281656368871204,0.1926037905017081,0.0001,30,0.29357639991212636,0.2710046001011506,0.0,0.022518499987199903,110.69922794226633,27619.45737159545
9,1.6037744896684238,1.6921263472042947,nan,25.462962962962965,0.2053677449206109,0.19497860076345566,0.0001,30,0.21582560008391738,0.1925863999640569,0.0,0.02318100002594292,155.77423953923542,38865.672765039235
10,1.5812741902484524,1.6669606789639948,79.0,25.771604938271604,0.21128917290190233,0.2008555056439678,0.0001,30,0.244520700071007,0.19685309997294098,0.02478570002131164,0.022824999992735684,152.39790485455265,38023.27726121088
