class_name,precision,recall,f1,support
STANDING,0.9885714285714285,0.9402173913043478,0.9637883008356546,368
SITTING,0.9379562043795621,0.9922779922779923,0.9643527204502814,259
LYING,0.9939393939393939,1.0,0.9969604863221885,328
FALLING,0.9825072886297376,0.9853801169590644,0.983941605839416,342
