class_name,precision,recall,f1,support
STANDING,0.8912280701754386,0.6902173913043478,0.777947932618683,368
SITTING,0.969811320754717,0.9922779922779923,0.9809160305343512,259
LYING,0.9939393939393939,1.0,0.9969604863221885,328
FALLING,0.889937106918239,0.827485380116959,0.8575757575757575,342
WALKING,0.7815013404825737,0.9010819165378671,0.8370423546302943,647
